,policy_id,incident_hour,num_claims_past_year,num_vehicles_involved,injury_claim,collision_type_front,customer_education,authorities_contacted_ambulance,num_witnesses,incident_month,driver_relationship_child,policy_state_or,authorities_contacted_fire,incident_severity,incident_type_breakin,customer_gender_male,policy_liability,num_insurers_past_5_years,incident_type_theft,policy_state_az,police_report_available,policy_deductable,collision_type_rear,collision_type_side,fraud,driver_relationship_self,incident_type_collision,authorities_contacted_police,num_injuries,incident_dow,policy_state_id,policy_state_wa,customer_age,vehicle_claim,driver_relationship_spouse,policy_annual_premium,collision_type_na,driver_relationship_other,authorities_contacted_none,auto_year,customer_gender_female,total_claim_amount,driver_relationship_na,policy_state_ca,policy_state_nv,incident_day,months_as_customer
4554,1628,6,0,2,6000.0,0,3,0,1,8,0,0,1,2,0,0,1,2,0,0,0,750,1,0,0,1,1,0,4,5,0,0,33,21500.0,0,2800,0,0,0,2013,1,27500.0,0,1,0,24,29
4555,3263,22,0,2,0.0,0,3,0,2,12,0,0,0,1,0,1,0,2,0,0,0,750,1,0,0,1,1,1,0,0,0,0,25,10000.0,0,2950,0,0,0,2012,0,10000.0,0,1,0,16,56
4556,3268,2,0,2,36500.0,0,2,0,2,4,0,0,1,2,0,1,3,2,0,0,0,750,1,0,0,0,1,0,2,2,0,0,38,24000.0,1,2900,0,0,0,2013,0,60500.0,0,1,0,24,39
4557,4926,5,1,2,0.0,1,1,0,1,10,0,0,0,0,0,1,0,1,0,0,1,750,0,0,0,1,1,1,0,5,0,0,47,14500.0,0,3000,0,0,0,2019,0,14500.0,0,1,0,26,95
4558,52,8,0,1,0.0,0,3,0,0,10,0,0,0,1,1,0,1,1,0,0,0,750,0,0,0,0,0,1,0,3,0,1,40,12000.0,0,3000,1,0,0,2012,1,12000.0,1,0,0,10,102
4559,2118,9,0,2,0.0,0,2,0,1,6,0,0,0,0,0,0,2,1,0,0,0,750,1,0,0,1,1,0,0,0,0,1,29,6500.0,0,2750,0,0,1,2011,1,6500.0,0,0,0,24,70
4560,600,15,0,1,0.0,0,3,0,0,11,0,0,0,0,1,0,2,1,0,0,1,750,0,0,0,0,0,1,0,1,0,0,40,15500.0,0,3000,1,0,0,2017,1,15500.0,1,1,0,12,106
4561,4089,15,0,2,7500.0,1,3,0,0,1,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,6,0,0,39,35500.0,0,3000,0,0,0,2015,1,43000.0,0,1,0,27,110
4562,2501,9,0,4,15000.0,1,3,0,4,12,0,0,0,1,0,0,2,1,0,0,1,750,0,0,0,1,1,1,2,4,0,0,49,14500.0,0,3000,0,0,0,2018,1,29500.0,0,1,0,13,135
4563,841,16,0,1,0.0,1,3,0,0,8,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,1,1,0,21,9500.0,0,3000,0,0,1,2017,0,9500.0,0,0,0,13,25
4564,887,16,0,3,30000.0,1,4,0,2,7,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,3,6,0,0,65,37000.0,0,2600,0,0,0,2018,1,67000.0,0,1,0,28,211
4565,4157,17,0,2,0.0,0,3,0,0,8,0,0,0,1,0,1,1,1,0,0,0,750,1,0,0,1,1,1,0,4,0,0,42,13500.0,0,2800,0,0,0,2014,0,13500.0,0,1,0,9,72
4566,4214,9,0,2,0.0,0,3,0,0,4,0,0,0,0,0,1,1,1,0,0,0,750,0,1,0,1,1,0,0,1,0,0,65,10000.0,0,3000,0,0,1,2016,0,10000.0,0,0,1,9,196
4567,2889,11,0,2,10000.0,1,3,0,1,4,0,0,0,1,0,0,3,1,0,0,0,750,0,0,0,1,1,1,3,2,0,0,43,8500.0,0,3000,0,0,0,2016,1,18500.0,0,1,0,3,96
4568,3139,19,0,2,18000.0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,750,0,0,0,1,1,1,1,2,0,0,70,22000.0,0,3000,0,0,0,2019,1,40000.0,0,0,1,16,198
4569,329,9,0,2,0.0,0,3,0,0,1,0,0,0,1,0,1,1,1,0,0,1,750,1,0,0,1,1,1,0,2,0,0,63,11000.0,0,3000,0,0,0,2014,0,11000.0,0,0,1,30,265
4570,2114,11,0,3,32500.0,1,3,0,1,2,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,3,1,0,0,39,24000.0,0,3000,0,0,0,2018,0,56500.0,0,1,0,19,222
4571,3813,18,0,1,0.0,0,2,0,0,4,0,0,0,0,1,1,0,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,66,10000.0,0,2500,1,0,0,2019,0,10000.0,1,1,0,4,194
4572,2493,7,0,1,0.0,1,1,0,0,2,0,0,0,0,0,1,3,1,0,0,0,750,0,0,0,1,1,0,0,1,0,1,57,10000.0,0,2900,0,0,1,2018,0,10000.0,0,0,0,26,53
4573,3111,23,0,1,0.0,0,3,0,0,4,0,0,0,0,1,0,0,1,0,0,0,750,0,0,0,0,0,0,0,2,0,0,47,18500.0,0,3000,1,0,1,2020,1,18500.0,1,1,0,10,114
4574,4816,19,0,2,0.0,1,1,0,0,10,1,0,0,0,0,1,1,4,0,0,0,750,0,0,1,0,1,0,0,3,0,0,18,12500.0,0,3000,0,0,1,2020,0,12500.0,0,1,0,10,3
4575,1749,15,0,2,0.0,1,3,0,1,9,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,6,0,0,28,9500.0,0,3000,0,0,1,2019,0,9500.0,0,1,0,8,93
4576,1811,16,0,2,0.0,1,2,0,0,10,0,0,0,1,0,0,2,3,0,0,1,750,0,0,0,1,1,1,0,2,0,1,44,9500.0,0,2750,0,0,0,2007,1,9500.0,0,0,0,16,16
4577,294,14,0,2,0.0,1,2,0,0,6,0,1,0,0,0,1,1,2,0,0,1,750,0,0,1,1,1,1,0,5,0,0,27,11000.0,0,3000,0,0,0,2020,0,11000.0,0,0,0,15,55
4578,367,16,0,3,14500.0,1,3,0,0,11,0,0,0,2,0,1,2,1,0,0,1,750,0,0,0,0,1,1,3,4,0,0,45,26000.0,0,3000,0,1,0,2013,0,40500.0,0,1,0,29,91
4579,2396,10,0,1,0.0,1,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,750,0,0,0,1,1,0,0,0,0,0,37,7000.0,0,2600,0,0,1,2017,0,7000.0,0,1,0,25,71
4580,2419,19,0,2,6500.0,1,3,0,0,3,0,0,0,1,0,0,3,1,0,0,0,750,0,0,0,1,1,1,2,4,0,1,63,16500.0,0,3000,0,0,0,2017,1,23000.0,0,0,0,1,281
4581,2613,5,0,3,23000.0,0,3,0,1,7,0,0,0,2,0,1,1,1,0,0,1,750,0,1,0,1,1,1,1,4,0,0,50,25000.0,0,3000,0,0,0,2013,0,48000.0,0,1,0,12,304
4582,1048,17,0,2,0.0,1,3,0,0,9,0,0,0,1,0,1,1,1,0,0,0,750,0,0,0,1,1,1,0,4,0,0,42,18500.0,0,2850,0,0,0,2017,0,18500.0,0,1,0,27,81
4583,3025,15,0,2,0.0,1,3,0,1,7,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,0,3,0,1,49,6000.0,0,3000,0,0,0,2018,0,6000.0,0,0,0,11,173
4584,3161,15,0,2,0.0,0,1,0,1,12,0,1,0,1,0,1,2,5,0,0,0,750,1,0,0,1,1,1,0,4,0,0,18,19500.0,0,2700,0,0,0,2015,0,19500.0,0,0,0,6,7
4585,1549,13,0,2,0.0,0,4,0,0,9,0,0,0,0,0,1,3,1,0,1,0,750,1,0,0,1,1,0,0,1,0,0,53,13000.0,0,2950,0,0,1,2016,0,13000.0,0,0,0,17,194
4586,4847,4,0,2,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,750,1,0,0,1,1,0,0,2,0,0,46,8500.0,0,2600,0,0,1,2014,1,8500.0,0,1,0,2,54
4587,3225,10,0,2,7500.0,0,1,1,1,7,0,0,0,2,0,0,1,1,0,0,0,750,1,0,0,1,1,0,2,5,0,0,36,19500.0,0,2400,0,0,0,2007,1,27000.0,0,1,0,20,102
4588,3253,14,0,3,9500.0,1,3,0,1,9,0,0,0,2,0,1,0,1,0,0,1,750,0,0,0,1,1,1,4,1,0,0,48,31500.0,0,3000,0,0,0,2017,0,41000.0,0,1,0,3,180
4589,1770,17,0,1,0.0,1,3,0,0,3,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,0,0,0,68,5500.0,0,2950,0,0,1,2017,0,5500.0,0,1,0,18,138
4590,229,15,0,1,0.0,0,3,0,0,7,0,0,0,0,1,0,1,1,0,0,0,750,0,0,0,0,0,1,0,6,0,0,39,7500.0,0,3000,1,0,0,2018,1,7500.0,1,1,0,28,109
4591,464,10,0,3,0.0,0,3,0,1,11,0,0,0,1,0,1,2,2,0,0,1,750,1,0,0,1,1,1,0,4,0,1,32,14500.0,0,3000,0,0,0,2012,0,14500.0,0,0,0,8,29
4592,3809,5,0,3,0.0,0,3,0,3,10,0,0,0,1,0,1,0,3,0,0,1,750,0,1,0,0,1,1,0,0,0,0,32,14500.0,1,3000,0,0,0,2020,0,14500.0,0,1,0,7,33
4593,3971,15,0,3,0.0,0,3,0,1,3,0,0,0,1,0,1,0,1,0,0,1,750,0,1,0,1,1,1,0,0,0,0,49,13000.0,0,3000,0,0,0,2018,0,13000.0,0,1,0,11,87
4594,742,5,0,2,0.0,1,0,0,2,2,0,0,0,0,0,1,0,1,0,1,0,800,0,0,0,0,1,0,0,2,0,0,51,7500.0,1,3000,0,0,1,2018,0,7500.0,0,0,0,13,170
4595,4187,11,0,2,0.0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,750,0,1,0,0,1,0,0,1,0,0,34,7500.0,0,2550,0,1,1,2010,1,7500.0,0,1,0,5,170
4596,2594,22,0,3,17500.0,0,3,0,1,10,0,0,0,1,0,1,1,3,0,0,1,750,0,1,0,1,1,1,3,2,0,1,25,15500.0,0,3000,0,0,0,2012,0,33000.0,0,0,0,2,43
4597,961,12,0,3,0.0,0,3,0,2,2,0,0,0,0,0,1,0,2,0,1,1,750,0,1,0,0,1,1,0,2,0,0,21,18000.0,1,3000,0,0,0,2019,0,18000.0,0,0,0,20,41
4598,1096,9,0,2,0.0,1,3,0,1,6,0,0,0,0,0,1,0,1,0,0,0,750,0,0,0,1,1,0,0,4,0,0,61,9000.0,0,3000,0,0,1,2013,0,9000.0,0,1,0,14,115
4599,4394,15,0,3,0.0,1,3,0,2,1,0,0,0,0,0,0,0,1,0,0,1,750,0,0,0,1,1,1,0,4,0,0,36,21500.0,0,3000,0,0,0,2019,1,21500.0,0,1,0,18,143
4600,4587,6,0,2,0.0,1,4,0,0,9,0,0,0,1,0,1,1,1,0,0,0,750,0,0,0,1,1,1,0,1,0,0,46,11000.0,0,2650,0,0,0,2018,0,11000.0,0,1,0,17,94
4601,3210,8,0,2,0.0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,750,1,0,0,0,1,0,0,5,0,0,29,5500.0,0,2900,0,1,1,2016,1,5500.0,0,1,0,13,62
4602,212,5,0,2,0.0,1,1,0,0,7,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,61,12500.0,0,2950,0,0,1,2019,0,12500.0,0,1,0,10,62
4603,247,20,0,3,2500.0,1,1,0,0,12,0,0,0,1,0,1,3,1,0,0,1,750,0,0,0,1,1,1,1,6,0,1,50,15000.0,0,3000,0,0,0,2017,0,17500.0,0,0,0,8,184
4604,1919,3,0,1,0.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,750,0,0,0,0,0,1,0,0,0,0,19,18000.0,0,3000,1,0,0,2017,1,18000.0,1,0,0,14,2
4605,296,12,0,3,3500.0,1,3,0,1,11,0,0,0,2,0,1,0,1,0,0,1,750,0,0,0,1,1,1,4,3,0,0,52,29500.0,0,3000,0,0,0,2016,0,33000.0,0,1,0,21,140
4606,1977,17,1,1,30000.0,0,4,0,0,7,0,0,0,1,0,0,2,3,1,0,0,750,0,0,0,0,0,1,1,3,0,0,53,18000.0,0,3000,1,0,0,2020,1,48000.0,1,1,0,25,44
4607,684,17,0,2,50000.0,1,1,1,1,7,0,0,0,2,0,1,1,1,0,0,0,750,0,0,0,1,1,0,2,5,0,0,46,25000.0,0,3000,0,0,0,2012,0,75000.0,0,0,1,13,95
4608,2443,4,0,3,25000.0,0,3,0,3,3,0,0,0,2,0,1,1,1,0,0,1,750,1,0,0,1,1,1,1,5,0,0,39,35000.0,0,3000,0,0,0,2018,0,60000.0,0,1,0,16,61
4609,2510,18,0,1,0.0,0,3,0,0,5,0,0,0,1,0,0,0,1,0,0,0,750,0,1,0,1,1,1,0,0,0,0,73,12500.0,0,3000,0,0,0,2013,1,12500.0,0,1,0,13,140
4610,4503,12,0,1,0.0,0,3,0,0,9,0,0,0,0,1,1,3,1,0,0,0,750,0,0,0,0,0,1,0,3,0,1,38,14000.0,0,3000,1,0,0,2016,0,14000.0,1,0,0,5,72
4611,2932,0,0,3,0.0,0,2,0,3,1,0,0,0,0,0,1,0,1,0,1,1,750,1,0,0,1,1,1,0,4,0,0,58,10000.0,0,3000,0,0,0,2016,0,10000.0,0,0,0,18,111
4612,1337,5,0,3,30000.0,0,4,0,2,3,0,0,0,2,0,1,0,1,0,0,1,750,0,1,0,1,1,1,4,0,0,0,43,30000.0,0,2750,0,0,0,2015,0,60000.0,0,1,0,25,200
4613,4827,23,0,2,50000.0,1,1,0,0,9,0,0,0,1,0,0,1,1,0,1,1,750,0,0,0,0,1,1,2,6,0,0,69,14500.0,1,2850,0,0,0,2018,1,64500.0,0,0,0,8,132
4614,1743,8,0,2,4500.0,0,3,0,0,5,0,0,0,1,0,1,0,2,0,0,0,750,1,0,0,0,1,1,1,1,0,0,37,15500.0,0,2550,0,1,0,2014,0,20000.0,0,1,0,7,44
4615,165,14,0,1,0.0,0,2,0,0,12,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,1,0,0,4,1,0,27,9500.0,0,2800,0,0,1,2018,0,9500.0,0,0,0,27,68
4616,244,18,0,2,0.0,1,1,0,1,11,0,0,0,1,0,1,0,5,0,1,1,750,0,0,0,1,1,1,0,0,0,0,19,19000.0,0,3000,0,0,0,2019,0,19000.0,0,0,0,18,8
4617,498,0,0,1,0.0,0,3,0,0,11,0,0,0,0,1,0,2,1,0,0,0,750,0,0,0,0,0,1,0,1,0,0,51,1000.0,0,3000,1,0,0,2011,1,1000.0,1,1,0,26,176
4618,2288,23,0,2,0.0,1,3,0,1,7,0,0,0,0,0,0,0,1,0,0,0,750,0,0,0,1,1,0,0,5,0,0,46,7000.0,0,3000,0,0,1,2010,1,7000.0,0,1,0,20,34
4619,2355,15,0,2,30000.0,0,3,0,0,12,0,0,0,2,0,0,2,3,0,0,0,750,0,1,0,1,1,1,1,5,0,0,35,22000.0,0,3000,0,0,0,2012,1,52000.0,0,1,0,14,25
4620,700,13,0,2,0.0,1,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,65,14000.0,0,3000,0,0,1,2018,1,14000.0,0,1,0,13,132
4621,4026,9,0,2,2000.0,0,4,1,0,8,0,0,0,2,0,0,1,1,0,0,0,750,0,1,0,1,1,0,1,2,0,1,54,23500.0,0,3000,0,0,0,2014,1,25500.0,0,0,0,28,72
4622,2499,15,0,1,0.0,0,3,0,0,5,0,0,0,0,1,0,0,1,0,0,0,750,0,0,0,0,0,1,0,4,0,0,43,9000.0,0,3000,1,0,0,2014,1,9000.0,1,1,0,31,96
4623,4146,8,0,2,25000.0,1,3,0,1,12,0,0,0,2,0,1,1,1,0,0,0,750,0,0,0,0,1,1,1,1,0,0,71,32000.0,0,2650,0,1,0,2017,0,57000.0,0,1,0,24,257
4624,4180,6,0,2,0.0,1,4,0,1,9,0,0,0,0,0,0,3,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,36,12500.0,0,3000,0,0,1,2019,1,12500.0,0,1,0,11,4
4625,969,18,0,4,21500.0,1,4,0,1,7,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,4,0,0,0,39,14000.0,0,3000,0,0,0,2017,0,35500.0,0,1,0,15,55
4626,4337,17,0,3,0.0,1,3,0,2,4,0,0,0,2,0,1,2,1,0,0,1,750,0,0,0,0,1,1,0,2,0,1,23,26500.0,1,3000,0,0,0,2013,0,26500.0,0,0,0,10,38
4627,4745,12,0,3,0.0,1,3,0,2,1,0,0,0,2,0,0,1,1,0,0,1,750,0,0,0,1,1,1,0,4,0,0,33,20500.0,0,2450,0,0,0,2010,1,20500.0,0,1,0,18,59
4628,1666,15,0,3,0.0,0,3,0,2,1,0,0,0,1,0,0,0,1,0,0,1,750,0,1,0,1,1,1,0,6,0,0,54,18000.0,0,2450,0,0,0,2011,1,18000.0,0,1,0,27,214
4629,1729,1,0,1,0.0,0,1,0,0,10,0,0,0,0,1,0,0,1,0,1,0,750,0,0,0,0,0,1,0,4,0,0,54,18000.0,0,3000,1,0,0,2016,1,18000.0,1,0,0,11,98
4630,3716,4,0,2,0.0,1,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,750,0,0,0,1,1,0,0,0,1,0,36,12500.0,0,3000,0,0,1,2016,1,12500.0,0,0,0,28,171
4631,2147,5,0,3,13000.0,1,3,0,1,10,0,0,0,1,0,1,3,1,0,0,1,750,0,0,0,0,1,1,3,4,0,0,51,19500.0,0,2650,0,1,0,2018,0,32500.0,0,1,0,4,125
4632,783,6,0,3,0.0,0,4,0,3,12,0,0,0,0,0,1,1,1,0,0,1,750,1,0,0,1,1,1,0,2,0,0,56,9500.0,0,3000,0,0,0,2014,0,9500.0,0,1,0,25,94
4633,917,10,0,4,30000.0,1,1,0,5,4,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,2,2,0,0,18,44000.0,0,3000,0,0,0,2020,1,74000.0,0,1,0,10,9
4634,4473,14,0,3,4000.0,0,3,0,0,11,0,0,0,1,0,1,1,1,0,0,1,750,0,1,0,1,1,1,1,4,0,0,66,22500.0,0,2750,0,0,0,2020,0,26500.0,0,1,0,1,172
4635,3057,13,0,3,84000.0,0,4,0,1,11,0,0,0,2,0,1,3,1,0,1,1,750,1,0,0,0,1,1,3,6,0,0,64,16500.0,1,3000,0,0,0,2011,0,100500.0,0,0,0,17,225
4636,1459,14,0,1,0.0,1,3,0,0,12,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,1,0,0,33,18000.0,0,3000,0,0,1,2020,0,18000.0,0,1,0,17,71
4637,3120,5,0,3,0.0,0,3,0,0,3,0,0,0,1,0,1,1,1,0,0,1,750,0,1,0,1,1,1,0,1,0,0,41,19000.0,0,3000,0,0,0,2011,0,19000.0,0,0,1,5,66
4638,3150,20,0,1,0.0,1,3,0,0,10,0,0,0,0,0,1,1,2,0,0,0,750,0,0,0,0,1,0,0,2,0,1,40,11500.0,1,2550,0,0,1,2016,0,11500.0,0,0,0,16,14
4639,4782,6,0,3,6500.0,1,3,0,0,8,0,0,0,2,0,1,2,1,0,0,1,750,0,0,0,1,1,1,1,0,0,0,47,35000.0,0,2650,0,0,0,2017,0,41500.0,0,1,0,19,221
4640,1718,20,0,2,0.0,1,1,0,0,6,0,1,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,0,0,0,0,19,20000.0,0,3000,0,0,0,2019,0,20000.0,0,0,0,24,23
4641,1861,2,0,1,0.0,0,2,0,0,6,0,0,0,1,0,0,0,1,1,1,0,750,0,0,0,0,0,1,0,1,0,0,40,22500.0,0,3000,1,0,0,2019,1,22500.0,1,0,0,11,72
4642,235,8,0,2,0.0,1,1,0,3,3,0,1,0,0,0,1,2,1,0,0,0,750,0,0,0,1,1,0,0,4,0,0,44,10000.0,0,3000,0,0,1,2017,0,10000.0,0,0,0,15,137
4643,3563,8,0,3,0.0,0,1,0,2,3,0,0,0,2,0,0,0,1,0,1,1,750,1,0,0,0,1,1,0,1,0,0,55,14500.0,1,3000,0,0,0,2007,1,14500.0,0,0,0,19,129
4644,3630,23,0,2,0.0,0,4,0,2,7,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,1,1,0,2,0,1,63,8500.0,0,3000,0,0,0,2020,0,8500.0,0,0,0,3,180
4645,3678,22,0,3,0.0,0,4,0,1,12,0,0,0,1,0,0,0,1,0,0,1,750,1,0,0,0,1,1,0,3,0,0,38,18000.0,1,3000,0,0,0,2018,1,18000.0,0,1,0,26,68
4646,414,15,0,3,0.0,0,3,0,1,2,0,0,0,1,0,0,1,1,0,0,1,750,0,1,0,1,1,1,0,0,0,0,66,12500.0,0,3000,0,0,0,2016,1,12500.0,0,1,0,4,70
4647,2076,8,0,3,0.0,1,3,0,1,6,0,0,0,0,0,1,0,1,0,0,1,800,0,0,0,1,1,1,0,1,0,0,49,8500.0,0,2300,0,0,0,2006,0,8500.0,0,1,0,4,92
4648,3829,11,0,2,0.0,1,3,0,2,1,0,0,0,0,0,1,0,1,0,1,0,750,0,0,0,1,1,1,0,6,0,0,36,2000.0,0,2950,0,0,0,2014,0,2000.0,0,0,0,6,69
4649,2354,8,2,3,0.0,0,0,0,2,3,0,0,0,2,0,0,0,1,0,0,1,750,1,0,0,0,1,1,0,2,0,0,43,37500.0,1,3000,0,0,0,2017,1,37500.0,0,1,0,13,73
4650,3997,0,0,2,0.0,0,3,0,0,11,0,0,1,2,0,0,1,1,0,0,0,750,0,1,0,0,1,0,0,4,0,0,34,43000.0,1,2800,0,0,0,2020,1,43000.0,0,0,1,29,35
4651,4079,15,0,2,0.0,0,3,0,0,11,0,0,0,0,0,1,1,1,0,0,0,750,0,1,0,1,1,0,0,4,0,0,30,5000.0,0,3000,0,0,1,2018,0,5000.0,0,1,0,8,86
4652,818,16,0,2,0.0,1,4,0,3,9,0,0,0,0,0,1,0,2,0,0,0,750,0,0,0,1,1,0,0,1,0,0,53,11000.0,0,2500,0,0,1,2015,0,11000.0,0,1,0,17,50
4653,2578,11,0,2,0.0,1,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,750,0,0,0,1,1,0,0,4,0,0,68,9500.0,0,3000,0,0,1,2015,1,9500.0,0,1,0,15,372
4654,2665,10,0,1,0.0,0,3,0,0,4,0,1,0,0,0,1,3,1,0,0,0,750,0,1,0,1,1,0,0,1,0,0,37,10500.0,0,3000,0,0,1,2015,0,10500.0,0,0,0,16,69
4655,1154,6,0,2,0.0,1,1,0,0,7,0,0,0,0,0,0,1,1,0,0,0,750,0,0,0,1,1,0,0,0,0,1,52,9500.0,0,3000,0,0,1,2016,1,9500.0,0,0,0,1,45
4656,4445,9,0,3,12000.0,1,3,0,2,9,0,0,0,1,0,1,0,2,0,0,1,750,0,0,0,1,1,1,1,5,0,0,23,22500.0,0,3000,0,0,0,2018,0,34500.0,0,1,0,14,12
4657,1296,15,0,1,0.0,0,4,0,0,11,0,0,0,0,0,1,3,1,0,0,0,750,0,1,0,1,1,0,0,5,0,0,66,12000.0,0,3000,0,0,1,2015,0,12000.0,0,1,0,30,199
4658,4939,14,0,3,0.0,0,3,0,2,9,0,0,0,2,0,0,1,1,0,0,1,750,1,0,0,0,1,1,0,0,0,1,49,26000.0,1,3000,0,0,0,2016,1,26000.0,0,0,0,30,153
4659,4969,9,0,2,18500.0,0,4,0,0,7,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,1,0,1,4,0,0,31,15500.0,0,3000,0,0,1,2017,0,34000.0,0,0,1,26,105
4660,44,20,0,2,11000.0,1,3,0,0,1,0,0,0,2,0,1,2,1,0,1,0,750,0,0,0,1,1,1,2,0,0,0,56,40000.0,0,3000,0,0,0,2017,0,51000.0,0,0,0,14,447
4661,3380,14,0,3,22500.0,1,1,0,1,3,0,0,0,2,0,1,3,1,0,0,1,750,0,0,0,0,1,1,1,3,0,0,48,26000.0,1,2700,0,0,0,2013,0,48500.0,0,0,1,21,279
4662,1790,13,0,2,15000.0,1,3,0,0,7,0,0,0,2,0,1,0,1,0,0,1,750,0,0,0,1,1,1,1,4,0,0,52,33000.0,0,2800,0,0,0,2015,0,48000.0,0,1,0,19,203
4663,3568,12,0,2,26000.0,0,3,0,1,6,0,0,0,1,0,1,1,1,0,0,1,750,1,0,0,1,1,1,2,1,0,0,46,21000.0,0,2650,0,0,0,2018,0,47000.0,0,0,1,25,85
4664,3578,19,0,3,15000.0,0,4,0,2,10,0,0,0,2,0,1,0,1,0,0,1,750,1,0,0,1,1,1,1,1,0,0,34,26500.0,0,3000,0,0,0,2013,0,41500.0,0,1,0,29,170
4665,3746,15,0,3,9000.0,1,1,0,2,12,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,0,0,0,71,34500.0,0,3000,0,0,0,2016,1,43500.0,0,1,0,2,208
4666,538,12,0,3,30000.0,1,4,0,3,12,0,0,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,1,5,0,0,24,17000.0,0,3000,0,0,0,2017,0,47000.0,0,1,0,14,63
4667,3870,20,0,2,0.0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,750,1,0,0,1,1,1,0,0,0,0,26,11500.0,0,2700,0,0,0,2010,1,11500.0,0,1,0,18,4
4668,4055,9,0,2,0.0,0,3,0,0,10,0,0,0,2,0,0,1,2,0,0,1,750,0,1,0,1,1,1,0,3,0,0,25,26500.0,0,3000,0,0,0,2016,1,26500.0,0,1,0,10,24
4669,945,7,0,3,0.0,0,3,0,3,12,0,0,0,2,0,0,0,1,0,1,1,750,1,0,0,1,1,1,0,6,0,0,56,28500.0,0,2800,0,0,0,2015,1,28500.0,0,0,0,29,94
4670,2721,7,0,2,0.0,1,3,0,0,1,0,0,0,1,0,1,1,2,0,0,1,750,0,0,0,1,1,1,0,5,0,0,20,12000.0,0,3000,0,0,0,2013,0,12000.0,0,1,0,12,24
4671,4357,20,0,2,0.0,0,3,0,1,9,0,0,0,0,0,1,1,1,0,0,0,800,1,0,0,1,1,0,0,1,0,0,61,11500.0,0,2800,0,0,1,2015,0,11500.0,0,0,1,24,134
4672,1176,16,0,1,0.0,0,4,0,0,6,0,0,0,1,0,1,2,1,0,0,0,750,1,0,0,1,1,1,0,0,1,0,50,20500.0,0,3000,0,0,0,2020,0,20500.0,0,0,0,10,186
4673,2938,17,0,1,0.0,0,3,0,0,4,0,0,0,1,0,0,0,4,1,0,0,750,0,0,0,0,0,1,0,3,0,0,34,16500.0,0,3000,1,0,0,2015,1,16500.0,1,1,0,25,25
4674,2941,8,0,1,0.0,0,3,0,0,10,0,0,0,0,0,1,1,3,0,1,0,750,0,1,0,1,1,0,0,4,0,0,33,3000.0,0,3000,0,0,1,2012,0,3000.0,0,0,0,25,33
4675,1508,10,0,3,14500.0,0,1,0,1,10,0,0,0,2,0,0,2,1,0,0,1,750,0,1,0,1,1,1,1,1,0,0,48,7000.0,0,3000,0,0,0,2005,1,21500.0,0,1,0,8,116
4676,3260,17,0,4,0.0,1,3,0,2,7,0,0,0,2,0,0,1,3,0,0,1,750,0,0,0,1,1,1,0,6,0,0,40,43000.0,0,3000,0,0,0,2020,1,43000.0,0,1,0,7,13
4677,1932,20,1,3,13000.0,0,3,0,0,2,0,0,0,1,0,1,0,1,0,0,1,750,1,0,0,1,1,1,1,3,0,0,42,20500.0,0,3000,0,0,0,2018,0,33500.0,0,1,0,7,112
4678,2003,23,0,2,0.0,0,2,0,0,8,0,0,0,0,0,1,0,2,0,0,0,750,1,0,0,1,1,0,0,3,0,0,36,15000.0,0,2700,0,0,1,2017,0,15000.0,0,1,0,29,48
4679,778,14,0,1,0.0,0,3,0,0,7,0,0,0,0,1,1,0,1,0,1,0,750,0,0,0,0,0,1,0,6,0,0,38,12500.0,0,3000,1,0,0,2019,0,12500.0,1,0,0,21,141
